ISU,KURS,DATE_START,DATE_END,PRIZNAK,MAIN_PLAN
1879263819198316731,1,2017-09-01,2018-08-14 00:00:00,обучен,9258844286624280093
1879263819198316731,1,2018-08-15,2018-08-31 00:00:00,отчисл,9258844286624280093
1879263819198316731,1,2018-09-01,2019-08-31 00:00:00,обучен,17059565147464424753
1879263819198316731,2,2019-09-01,2020-08-31 00:00:00,обучен,17059565147464424753
1879263819198316731,3,2020-09-01,2021-08-31 00:00:00,обучен,17059565147464424753
16397603449807704548,1,2017-09-01,2018-06-20 00:00:00,обучен,9258844286624280093
16897155343581729021,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
16897155343581729021,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
16897155343581729021,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
16897155343581729021,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
16897155343581729021,4,2020-09-01,2021-08-30 00:00:00,обучен,859090361626613984
4936701879831698458,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
4936701879831698458,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
4936701879831698458,2,2018-09-01,2019-05-22 00:00:00,обучен,859090361626613984
4936701879831698458,2,2019-05-23,2019-08-31 00:00:00,обучен,859090361626613984
4936701879831698458,3,2019-09-01,2019-12-29 00:00:00,обучен,859090361626613984
4936701879831698458,3,2019-12-30,2020-08-31 00:00:00,обучен,859090361626613984
4936701879831698458,4,2020-09-01,2020-12-30 00:00:00,обучен,859090361626613984
4936701879831698458,4,2020-12-31,2021-08-30 00:00:00,обучен,859090361626613984
8799558863825640656,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
8799558863825640656,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
8799558863825640656,2,2018-09-01,2018-09-01 00:00:00,обучен,859090361626613984
8799558863825640656,2,2018-09-02,2018-09-02 00:00:00,обучен,859090361626613984
8799558863825640656,2,2018-09-03,2019-08-31 00:00:00,обучен,859090361626613984
8799558863825640656,3,2019-09-01,2020-03-01 00:00:00,обучен,859090361626613984
8799558863825640656,3,2020-03-02,2020-06-27 00:00:00,обучен,859090361626613984
8799558863825640656,3,2020-06-28,2020-08-31 00:00:00,обучен,17292131136482694045
8799558863825640656,4,2020-09-01,2021-03-25 00:00:00,обучен,17292131136482694045
8799558863825640656,4,2021-03-26,2022-02-01 00:00:00,академ,17292131136482694045
7536104942325681581,1,2017-09-01,2017-09-01 00:00:00,обучен,3822626843564218778
7536104942325681581,1,2017-09-02,2018-08-31 00:00:00,обучен,3822626843564218778
7536104942325681581,2,2018-09-01,2019-06-25 00:00:00,обучен,3822626843564218778
7536104942325681581,1,2019-06-26,2019-08-31 00:00:00,отчисл,3822626843564218778
7536104942325681581,2,2019-09-01,2020-04-23 00:00:00,обучен,1871881558734096666
7536104942325681581,2,2020-04-24,2021-02-07 00:00:00,отчисл,1871881558734096666
7536104942325681581,2,2021-02-08,2021-08-31 00:00:00,обучен,4652478461117010105
7536104942325681581,3,2021-09-01,2021-11-01 00:00:00,,4652478461117010105
2649350429600138176,1,2017-09-01,2017-09-01 00:00:00,обучен,3822626843564218778
2649350429600138176,1,2017-09-02,2018-05-10 00:00:00,обучен,3822626843564218778
2649350429600138176,1,2018-05-11,2018-08-31 00:00:00,отчисл,3822626843564218778
2649350429600138176,1,2018-09-01,2018-09-01 00:00:00,обучен,6572811899279529631
2649350429600138176,1,2018-09-02,2019-08-31 00:00:00,обучен,6572811899279529631
2649350429600138176,2,2019-09-01,2020-02-03 00:00:00,обучен,6572811899279529631
2649350429600138176,2,2020-02-04,2020-08-31 00:00:00,обучен,6572811899279529631
2649350429600138176,3,2020-09-01,2021-08-31 00:00:00,обучен,6572811899279529631
6021744593790846409,1,2017-09-01,2018-08-31 00:00:00,обучен,14021825321935117523
6021744593790846409,2,2018-09-01,2018-11-08 00:00:00,обучен,14021825321935117523
6021744593790846409,2,2018-11-09,2019-08-31 00:00:00,академ,14021825321935117523
6021744593790846409,2,2019-09-01,2019-09-08 00:00:00,обучен,7653827751193691771
12232384303533335654,1,2017-09-01,2018-04-03 00:00:00,обучен,15640730918606426910
11616915138843480462,1,2017-09-01,2018-08-31 00:00:00,обучен,1346358098327444141
11616915138843480462,2,2018-09-01,2018-10-14 00:00:00,обучен,1346358098327444141
11616915138843480462,2,2018-10-15,2019-02-03 00:00:00,отчисл,1346358098327444141
11616915138843480462,1,2019-02-04,2019-08-31 00:00:00,обучен,5212477757657290292
11616915138843480462,2,2019-09-01,2019-12-26 00:00:00,обучен,5212477757657290292
6569617247557285354,1,2017-09-01,2018-06-26 00:00:00,обучен,13378781441825634711
7165823699736679463,1,2017-09-01,2017-09-01 00:00:00,обучен,3822626843564218778
7165823699736679463,1,2017-09-02,2018-08-31 00:00:00,обучен,3822626843564218778
7165823699736679463,2,2018-09-01,2019-08-31 00:00:00,обучен,3822626843564218778
7165823699736679463,3,2019-09-01,2019-12-29 00:00:00,обучен,3822626843564218778
7165823699736679463,3,2019-12-30,2020-08-31 00:00:00,обучен,3822626843564218778
7165823699736679463,4,2020-09-01,2021-08-30 00:00:00,обучен,3822626843564218778
1757534498570658316,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
1757534498570658316,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
1757534498570658316,2,2018-09-01,2018-09-01 00:00:00,обучен,859090361626613984
1757534498570658316,2,2018-09-02,2019-08-31 00:00:00,академ,859090361626613984
5040552710514216471,1,2017-09-01,2018-07-31 00:00:00,обучен,5936399612770925421
5040552710514216471,1,2018-08-01,2018-08-31 00:00:00,отчисл,5936399612770925421
5040552710514216471,1,2018-09-01,2018-09-01 00:00:00,обучен,1278215119866583870
5040552710514216471,1,2018-09-02,2019-08-31 00:00:00,обучен,1278215119866583870
5040552710514216471,2,2019-09-01,2020-08-31 00:00:00,обучен,1278215119866583870
5040552710514216471,3,2020-09-01,2021-08-31 00:00:00,обучен,1278215119866583870
15917273601705276138,1,2017-09-01,2018-07-04 00:00:00,обучен,14021825321935117523
15917273601705276138,1,2018-07-05,2018-08-31 00:00:00,отчисл,14021825321935117523
15917273601705276138,1,2018-09-01,2019-04-18 00:00:00,обучен,15964954630669590273
13014016239919753129,1,2017-09-01,2018-08-31 00:00:00,обучен,2066891352495215922
13014016239919753129,2,2018-09-01,2019-02-21 00:00:00,обучен,2066891352495215922
13014016239919753129,2,2019-02-22,2019-08-31 00:00:00,обучен,2066891352495215922
13014016239919753129,3,2019-09-01,2019-11-04 00:00:00,обучен,2066891352495215922
12600571642850698300,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
12600571642850698300,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
12600571642850698300,2,2018-09-01,2018-10-07 00:00:00,обучен,859090361626613984
12600571642850698300,2,2018-10-08,2019-08-31 00:00:00,обучен,859090361626613984
12600571642850698300,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
12600571642850698300,4,2020-09-01,2021-08-30 00:00:00,обучен,859090361626613984
10043450232960854294,1,2017-09-01,2018-03-05 00:00:00,обучен,11458847994583617197
1215282652452852385,1,2017-09-01,2018-08-31 00:00:00,обучен,14021825321935117523
1215282652452852385,2,2018-09-01,2018-09-20 00:00:00,обучен,14021825321935117523
1215282652452852385,2,2018-09-21,2019-02-03 00:00:00,отчисл,14021825321935117523
1215282652452852385,1,2019-02-04,2019-08-31 00:00:00,обучен,7653827751193691771
1215282652452852385,2,2019-09-01,2019-10-31 00:00:00,обучен,7653827751193691771
8461319090605909443,1,2017-09-01,2018-06-06 00:00:00,обучен,9258844286624280093
6959505193076779498,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
6959505193076779498,1,2017-09-02,2018-05-23 00:00:00,обучен,859090361626613984
10917664724649526607,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
10917664724649526607,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
10917664724649526607,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
10917664724649526607,3,2019-09-01,2019-12-29 00:00:00,обучен,859090361626613984
10917664724649526607,3,2019-12-30,2020-08-31 00:00:00,обучен,859090361626613984
10917664724649526607,4,2020-09-01,2021-08-30 00:00:00,обучен,859090361626613984
13401082584822828397,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
13401082584822828397,1,2017-09-02,2018-02-01 00:00:00,обучен,859090361626613984
13401082584822828397,1,2018-02-02,2018-08-31 00:00:00,академ,859090361626613984
13401082584822828397,1,2018-09-01,2019-02-03 00:00:00,академ,859090361626613984
13401082584822828397,1,2019-02-04,2019-04-09 00:00:00,обучен,6572811899279529631
13993941460306663427,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
13993941460306663427,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
13993941460306663427,2,2018-09-01,2019-06-11 00:00:00,обучен,859090361626613984
13993941460306663427,2,2019-06-12,2019-08-31 00:00:00,обучен,859090361626613984
13993941460306663427,3,2019-09-01,2019-12-29 00:00:00,обучен,859090361626613984
13993941460306663427,3,2019-12-30,2020-08-31 00:00:00,обучен,859090361626613984
13993941460306663427,4,2020-09-01,2020-12-30 00:00:00,обучен,859090361626613984
13993941460306663427,4,2020-12-31,2021-08-30 00:00:00,обучен,859090361626613984
12398991778727883187,1,2017-09-01,2018-08-31 00:00:00,обучен,5316927382764549788
12398991778727883187,2,2018-09-01,2019-08-31 00:00:00,обучен,5316927382764549788
12398991778727883187,3,2019-09-01,2019-11-04 00:00:00,обучен,5316927382764549788
12398991778727883187,3,2019-11-05,2020-08-31 00:00:00,отчисл,5316927382764549788
12398991778727883187,2,2020-09-01,2021-02-07 00:00:00,обучен,13158368428887312061
12398991778727883187,2,2021-02-08,2021-04-13 00:00:00,обучен,13158368428887312061
12356808400922657194,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
12356808400922657194,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
12356808400922657194,2,2018-09-01,2019-04-21 00:00:00,обучен,859090361626613984
12356808400922657194,2,2019-04-22,2019-05-07 00:00:00,обучен,859090361626613984
12356808400922657194,2,2019-05-08,2019-09-01 00:00:00,академ,859090361626613984
12356808400922657194,2,2019-09-02,2020-02-03 00:00:00,обучен,6572811899279529631
12356808400922657194,2,2020-02-04,2020-08-31 00:00:00,обучен,6572811899279529631
12356808400922657194,3,2020-09-01,2020-12-30 00:00:00,обучен,6572811899279529631
12356808400922657194,3,2020-12-31,2021-08-31 00:00:00,обучен,6572811899279529631
17495420184901647039,1,2017-09-01,2018-08-31 00:00:00,обучен,11458847994583617197
17495420184901647039,2,2018-09-01,2019-06-16 00:00:00,обучен,11458847994583617197
11312018701460224594,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
11312018701460224594,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
11312018701460224594,2,2018-09-01,2019-05-24 00:00:00,обучен,859090361626613984
17912376428560965676,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
17912376428560965676,1,2017-09-02,2018-02-04 00:00:00,обучен,8931112486619862929
3781828422826089265,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3781828422826089265,1,2017-09-02,2018-02-04 00:00:00,обучен,8931112486619862929
3781828422826089265,1,2018-02-05,2018-08-31 00:00:00,обучен,859090361626613984
3781828422826089265,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
3781828422826089265,3,2019-09-01,2019-12-29 00:00:00,обучен,859090361626613984
3781828422826089265,3,2019-12-30,2020-08-31 00:00:00,обучен,859090361626613984
3781828422826089265,4,2020-09-01,2021-07-01 00:00:00,обучен,859090361626613984
4834226356643532537,1,2017-09-01,2018-06-21 00:00:00,обучен,2066891352495215922
4834226356643532537,1,2018-06-22,2019-08-31 00:00:00,отчисл,2066891352495215922
4834226356643532537,1,2019-09-01,2020-05-13 00:00:00,обучен,2231657508442707172
18189645834120817462,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
18189645834120817462,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
18189645834120817462,2,2018-09-01,2019-03-06 00:00:00,обучен,859090361626613984
18189645834120817462,2,2019-03-07,2019-05-07 00:00:00,обучен,859090361626613984
18189645834120817462,2,2019-05-08,2019-08-31 00:00:00,отчисл,859090361626613984
18189645834120817462,2,2019-09-01,2020-02-03 00:00:00,обучен,6572811899279529631
18189645834120817462,2,2020-02-04,2020-08-31 00:00:00,обучен,6572811899279529631
18189645834120817462,3,2020-09-01,2021-02-27 00:00:00,обучен,6572811899279529631
18189645834120817462,3,2021-02-28,2021-08-31 00:00:00,академ,6572811899279529631
18095783992043341373,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
18095783992043341373,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
18095783992043341373,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
18095783992043341373,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
18095783992043341373,4,2020-09-01,2021-07-01 00:00:00,обучен,859090361626613984
1446860003465165791,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
1446860003465165791,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
1446860003465165791,2,2018-09-01,2019-08-31 00:00:00,обучен,8931112486619862929
1446860003465165791,3,2019-09-01,2019-10-09 00:00:00,обучен,8931112486619862929
1446860003465165791,3,2019-10-10,2020-02-04 00:00:00,отчисл,8931112486619862929
1446860003465165791,2,2020-02-05,2020-02-17 00:00:00,обучен,18294236973528381523
1446860003465165791,2,2020-02-18,2020-08-31 00:00:00,обучен,18294236973528381523
1446860003465165791,3,2020-09-01,2021-02-28 00:00:00,обучен,18294236973528381523
6892972415155476596,1,2017-09-01,2018-08-31 00:00:00,обучен,14021825321935117523
6892972415155476596,2,2018-09-01,2018-10-10 00:00:00,обучен,14021825321935117523
1614421257665805448,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
1614421257665805448,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
1614421257665805448,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
1614421257665805448,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
1614421257665805448,4,2020-09-01,2021-08-30 00:00:00,обучен,859090361626613984
5782697516278814020,1,2017-09-01,2018-08-31 00:00:00,обучен,859090361626613984
5782697516278814020,2,2018-09-01,2018-10-28 00:00:00,обучен,859090361626613984
5782697516278814020,2,2018-10-29,2020-02-04 00:00:00,отчисл,859090361626613984
5782697516278814020,1,2020-02-05,2020-07-05 00:00:00,обучен,10435077932447846356
17673455067426359413,1,2017-09-01,2017-09-01 00:00:00,обучен,3822626843564218778
17673455067426359413,1,2017-09-02,2018-08-31 00:00:00,обучен,3822626843564218778
17673455067426359413,2,2018-09-01,2019-08-31 00:00:00,обучен,3822626843564218778
17673455067426359413,3,2019-09-01,2019-12-29 00:00:00,обучен,3822626843564218778
17673455067426359413,3,2019-12-30,2020-08-31 00:00:00,обучен,3822626843564218778
17673455067426359413,4,2020-09-01,2020-11-08 00:00:00,обучен,3822626843564218778
13665280341630843037,1,2017-09-01,2018-08-31 00:00:00,обучен,1667089195499266627
13665280341630843037,2,2018-09-01,2018-09-25 00:00:00,обучен,1667089195499266627
13665280341630843037,2,2018-09-26,2019-08-31 00:00:00,обучен,1667089195499266627
13665280341630843037,3,2019-09-01,2020-08-31 00:00:00,обучен,1667089195499266627
13665280341630843037,4,2020-09-01,2021-07-01 00:00:00,обучен,1667089195499266627
5627823341499249613,1,2017-09-01,2018-06-06 00:00:00,обучен,9258844286624280093
1793002703759174270,1,2017-09-01,2018-02-04 00:00:00,обучен,15833003524372215010
1793002703759174270,1,2018-02-05,2018-08-31 00:00:00,обучен,1346358098327444141
1793002703759174270,2,2018-09-01,2018-11-15 00:00:00,обучен,1346358098327444141
3680179606055627312,1,2017-09-01,2018-08-31 00:00:00,обучен,6571821614279058462
3680179606055627312,2,2018-09-01,2018-12-16 00:00:00,обучен,6571821614279058462
7613431029839138309,1,2017-09-01,2018-08-31 00:00:00,обучен,15640730918606426910
7613431029839138309,2,2018-09-01,2018-11-06 00:00:00,обучен,15640730918606426910
7613431029839138309,2,2018-11-07,2019-04-07 00:00:00,обучен,15640730918606426910
7613431029839138309,2,2019-04-08,2020-08-31 00:00:00,отчисл,15640730918606426910
7613431029839138309,2,2020-09-01,2021-02-28 00:00:00,обучен,7503493711579539790
7395414624104858742,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
7395414624104858742,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
7395414624104858742,2,2018-09-01,2018-09-20 00:00:00,обучен,8931112486619862929
7395414624104858742,2,2018-09-21,2019-02-03 00:00:00,обучен,8931112486619862929
7395414624104858742,2,2019-02-04,2019-08-31 00:00:00,обучен,8931112486619862929
7395414624104858742,3,2019-09-01,2020-06-01 00:00:00,обучен,8931112486619862929
7395414624104858742,3,2020-06-02,2020-08-31 00:00:00,академ,8931112486619862929
7395414624104858742,3,2020-09-01,2020-09-01 00:00:00,обучен,8931112486619862929
7395414624104858742,3,2020-09-02,2021-08-31 00:00:00,обучен,18294236973528381523
18081234732036674271,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
18081234732036674271,1,2017-09-02,2018-02-04 00:00:00,обучен,8931112486619862929
18081234732036674271,1,2018-02-05,2018-08-31 00:00:00,отчисл,8931112486619862929
18081234732036674271,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
18081234732036674271,2,2019-09-01,2019-12-29 00:00:00,обучен,7653827751193691771
18081234732036674271,2,2019-12-30,2020-08-31 00:00:00,обучен,7653827751193691771
18081234732036674271,3,2020-09-01,2020-09-02 00:00:00,обучен,7653827751193691771
18081234732036674271,3,2020-09-03,2021-08-31 00:00:00,обучен,7653827751193691771
15779729585229306997,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
15779729585229306997,1,2017-09-02,2018-05-03 00:00:00,обучен,859090361626613984
17267023351733111753,1,2017-09-01,2018-08-31 00:00:00,обучен,1667089195499266627
17267023351733111753,2,2018-09-01,2019-08-31 00:00:00,обучен,1667089195499266627
17267023351733111753,3,2019-09-01,2019-12-29 00:00:00,обучен,1667089195499266627
17267023351733111753,3,2019-12-30,2020-08-31 00:00:00,обучен,1667089195499266627
17267023351733111753,4,2020-09-01,2020-12-30 00:00:00,обучен,1667089195499266627
17267023351733111753,4,2020-12-31,2021-04-12 00:00:00,обучен,1667089195499266627
890162038484292270,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
890162038484292270,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
890162038484292270,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
890162038484292270,3,2019-09-01,2019-12-29 00:00:00,обучен,859090361626613984
890162038484292270,3,2019-12-30,2020-06-02 00:00:00,обучен,859090361626613984
890162038484292270,3,2020-06-03,2020-08-31 00:00:00,академ,859090361626613984
890162038484292270,3,2020-09-01,2020-09-01 00:00:00,обучен,859090361626613984
890162038484292270,3,2020-09-02,2021-08-31 00:00:00,обучен,6572811899279529631
1809530191419051111,1,2017-09-01,2018-08-31 00:00:00,обучен,1667089195499266627
1809530191419051111,2,2018-09-01,2018-10-23 00:00:00,обучен,1667089195499266627
1809530191419051111,2,2018-10-24,2019-08-31 00:00:00,обучен,1667089195499266627
1809530191419051111,3,2019-09-01,2020-08-31 00:00:00,обучен,1667089195499266627
1809530191419051111,4,2020-09-01,2021-07-01 00:00:00,обучен,1667089195499266627
2118904128176883122,1,2017-09-01,2018-08-31 00:00:00,обучен,15640730918606426910
2118904128176883122,2,2018-09-01,2019-08-31 00:00:00,обучен,15640730918606426910
2118904128176883122,3,2019-09-01,2020-01-08 00:00:00,обучен,15640730918606426910
2118904128176883122,3,2020-01-09,2020-05-21 00:00:00,обучен,15640730918606426910
2118904128176883122,3,2020-05-22,2020-08-31 00:00:00,обучен,11394613797111784213
2118904128176883122,4,2020-09-01,2021-07-01 00:00:00,обучен,11394613797111784213
154886430609139046,1,2017-09-01,2018-08-31 00:00:00,обучен,11458847994583617197
154886430609139046,2,2018-09-01,2019-04-29 00:00:00,обучен,11458847994583617197
154886430609139046,2,2019-04-30,2019-08-31 00:00:00,обучен,11458847994583617197
154886430609139046,3,2019-09-01,2019-12-09 00:00:00,обучен,11458847994583617197
4335178087277997728,1,2017-09-01,2017-09-01 00:00:00,обучен,3822626843564218778
4335178087277997728,1,2017-09-02,2018-08-31 00:00:00,обучен,3822626843564218778
4335178087277997728,2,2018-09-01,2019-08-31 00:00:00,обучен,3822626843564218778
4335178087277997728,3,2019-09-01,2019-12-29 00:00:00,обучен,3822626843564218778
4335178087277997728,3,2019-12-30,2020-08-31 00:00:00,обучен,3822626843564218778
4335178087277997728,4,2020-09-01,2020-12-30 00:00:00,обучен,3822626843564218778
4335178087277997728,4,2020-12-31,2021-08-30 00:00:00,обучен,3822626843564218778
4622349332603076700,1,2018-02-05,2018-08-31 00:00:00,обучен,11458847994583617197
4622349332603076700,2,2018-09-01,2019-08-31 00:00:00,обучен,11458847994583617197
4622349332603076700,3,2019-09-01,2019-12-29 00:00:00,обучен,11458847994583617197
4622349332603076700,3,2019-12-30,2020-08-31 00:00:00,обучен,11458847994583617197
4622349332603076700,4,2020-09-01,2020-12-30 00:00:00,обучен,11458847994583617197
4622349332603076700,4,2020-12-31,2021-08-30 00:00:00,обучен,11458847994583617197
17261006212719540873,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
17261006212719540873,1,2017-09-02,2018-02-04 00:00:00,обучен,859090361626613984
17261006212719540873,1,2018-02-05,2018-08-31 00:00:00,обучен,8931112486619862929
17261006212719540873,2,2018-09-01,2019-02-26 00:00:00,обучен,8931112486619862929
17261006212719540873,1,2019-02-27,2019-08-31 00:00:00,отчисл,8931112486619862929
17261006212719540873,2,2019-09-01,2020-02-03 00:00:00,обучен,18294236973528381523
17261006212719540873,2,2020-02-04,2020-08-31 00:00:00,обучен,18294236973528381523
17261006212719540873,3,2020-09-01,2020-10-05 00:00:00,обучен,18294236973528381523
170931158249464089,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
170931158249464089,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
170931158249464089,2,2018-09-01,2019-03-04 00:00:00,обучен,859090361626613984
12730111296431437167,1,2017-09-01,2018-08-31 00:00:00,обучен,2066891352495215922
12730111296431437167,2,2018-09-01,2018-11-07 00:00:00,обучен,2066891352495215922
12730111296431437167,2,2018-11-08,2019-08-31 00:00:00,обучен,2066891352495215922
12730111296431437167,3,2019-09-01,2019-12-29 00:00:00,обучен,2066891352495215922
12730111296431437167,3,2019-12-30,2020-08-31 00:00:00,обучен,2066891352495215922
12730111296431437167,4,2020-09-01,2020-12-30 00:00:00,обучен,2066891352495215922
12730111296431437167,4,2020-12-31,2021-08-30 00:00:00,обучен,2066891352495215922
15831497285806983154,1,2017-09-01,2018-08-31 00:00:00,обучен,859090361626613984
15831497285806983154,2,2018-09-01,2018-09-01 00:00:00,обучен,859090361626613984
15831497285806983154,2,2018-09-02,2019-08-31 00:00:00,обучен,859090361626613984
15831497285806983154,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
15831497285806983154,4,2020-09-01,2020-12-30 00:00:00,обучен,859090361626613984
15831497285806983154,4,2020-12-31,2021-07-01 00:00:00,обучен,859090361626613984
4743257367760137257,1,2017-09-01,2017-09-01 00:00:00,обучен,13625004925863566980
4743257367760137257,1,2017-09-02,2017-10-31 00:00:00,обучен,13625004925863566980
4743257367760137257,1,2017-11-01,2018-07-12 00:00:00,обучен,14125390921141592015
4743257367760137257,1,2018-07-13,2018-08-31 00:00:00,отчисл,14125390921141592015
4743257367760137257,1,2018-09-01,2019-08-31 00:00:00,обучен,487227848434870678
4743257367760137257,2,2019-09-01,2019-12-29 00:00:00,обучен,487227848434870678
4743257367760137257,2,2019-12-30,2020-08-31 00:00:00,обучен,487227848434870678
4743257367760137257,3,2020-09-01,2020-12-30 00:00:00,обучен,487227848434870678
4743257367760137257,3,2020-12-31,2021-08-31 00:00:00,обучен,487227848434870678
16221291274853141473,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
16221291274853141473,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
16221291274853141473,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
16221291274853141473,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
16221291274853141473,4,2020-09-01,2021-08-30 00:00:00,обучен,859090361626613984
12371046215107967774,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
12371046215107967774,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
12371046215107967774,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
12371046215107967774,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
12371046215107967774,4,2020-09-01,2021-08-30 00:00:00,обучен,859090361626613984
14561296066298791442,1,2017-09-01,2018-08-31 00:00:00,обучен,978336095212592939
14561296066298791442,2,2018-09-01,2018-09-01 00:00:00,обучен,978336095212592939
14561296066298791442,2,2018-09-02,2019-08-31 00:00:00,обучен,11458847994583617197
14561296066298791442,3,2019-09-01,2019-12-29 00:00:00,обучен,11458847994583617197
14561296066298791442,3,2019-12-30,2020-08-31 00:00:00,обучен,11458847994583617197
14561296066298791442,4,2020-09-01,2021-08-30 00:00:00,обучен,11458847994583617197
17226576073403447489,1,2017-09-01,2018-04-16 00:00:00,обучен,14125390921141592015
7037768620646092139,1,2017-09-01,2018-08-31 00:00:00,обучен,978336095212592939
7037768620646092139,2,2018-09-01,2018-10-17 00:00:00,обучен,978336095212592939
7037768620646092139,2,2018-10-18,2019-02-03 00:00:00,отчисл,978336095212592939
7037768620646092139,1,2019-02-04,2019-08-31 00:00:00,обучен,1278215119866583870
7037768620646092139,2,2019-09-01,2019-09-01 00:00:00,обучен,1278215119866583870
1263856676209627181,1,2017-09-01,2018-02-04 00:00:00,обучен,15833003524372215010
6434948029130720709,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
6434948029130720709,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
6434948029130720709,2,2018-09-01,2018-10-28 00:00:00,обучен,859090361626613984
6434948029130720709,2,2018-10-29,2019-02-03 00:00:00,отчисл,859090361626613984
6434948029130720709,1,2019-02-04,2019-08-31 00:00:00,обучен,6572811899279529631
6434948029130720709,2,2019-09-01,2019-09-15 00:00:00,обучен,6572811899279529631
13705336456721064966,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
13705336456721064966,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
13705336456721064966,2,2018-09-01,2018-09-01 00:00:00,обучен,859090361626613984
9231675404418741623,1,2017-09-01,2017-09-01 00:00:00,обучен,3822626843564218778
9231675404418741623,1,2017-09-02,2018-08-31 00:00:00,обучен,3822626843564218778
9231675404418741623,2,2018-09-01,2019-03-14 00:00:00,обучен,3822626843564218778
16853866803201950664,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
16853866803201950664,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
16853866803201950664,2,2018-09-01,2018-10-28 00:00:00,обучен,859090361626613984
3102775812943485462,1,2017-09-01,2018-08-31 00:00:00,обучен,13274724482236486041
3102775812943485462,2,2018-09-01,2018-09-01 00:00:00,обучен,13274724482236486041
3102775812943485462,2,2018-09-02,2019-04-18 00:00:00,обучен,13274724482236486041
