ISU,GENDER,CITIZENSHIP,EXAM_TYPE,EXAM_SUBJECT_1,EXAM_SUBJECT_2,EXAM_SUBJECT_3,ADMITTED_EXAM_1,ADMITTED_EXAM_2,ADMITTED_EXAM_3,ADMITTED_SUBJECT_PRIZE_LEVEL,REGION_ID
17828170154357392250,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,95.0,85.0,ЕГЭ,4877310761925081124
17059515119443615026,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,76.0,76.0,96.0,ЕГЭ,14816259123945808471
11612957382768372581,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,86.0,93.0,ЕГЭ,5087927234000983963
4572991723360998399,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,78.0,86.0,82.0,ЕГЭ,2415611341055362561
15180233431170466244,Ж,15601729049989747827,ЕГЭ,5826293459260054492,70786669040476600,8388269026169219461,89.0,84.0,96.0,ЕГЭ,13699487308698232023
16486138911799321011,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,80.0,72.0,98.0,ЕГЭ,4877310761925081124
10415006726180939268,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,80.0,76.0,91.0,ЕГЭ,7805492244297918082
9509719218725144826,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,68.0,86.0,98.0,ЕГЭ,11008365547173299228
13867237474271677858,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,74.0,83.0,91.0,ЕГЭ,8027359186010888546
11273991668981346080,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,76.0,86.0,88.0,ЕГЭ,4877310761925081124
5968188727643854294,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,872201316736140016
5723987899761997438,М,2100647966528810364,ВИ,70786669040476600,5533732657842394915,8388269026169219461,61.0,0.0,68.0,ЕГЭ,5087927234000983963
15043204282201787503,М,2100647966528810364,ВИ,70786669040476600,5533732657842394915,8388269026169219461,79.0,0.0,96.0,ЕГЭ,5087927234000983963
8315978648610289549,М,2100647966528810364,ВИ,70786669040476600,11200029731125595475,8388269026169219461,60.0,0.0,92.0,ЕГЭ,5087927234000983963
1397859960168111375,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
1732964248717919557,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,4877310761925081124
18190275533318149772,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,862071503166887787
5532342108310553271,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
2765793933746583490,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
5749350255115861195,М,15601729049989747827,ЕГЭ,5533732657842394915,70786669040476600,8388269026169219461,100.0,100.0,91.0,1.0,13212234532599156514
16879372948439968732,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,8205464320989047869
9745213135401685517,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,17119224547502736839
3609871880033343202,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
17964570100245223692,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,9081090908022044151
17783239458118268625,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,91.0,94.0,ЕГЭ,370907251208805403
13526906969432429605,М,15601729049989747827,ОЛИМПИАДА,5533732657842394915,70786669040476600,8388269026169219461,,,,1.0,8611857524221992249
7112412283554470109,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,1360429390938723525
14688246520949794420,М,11309604947099574056,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,5087927234000983963
6157531378377393019,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,11008365547173299228
1348093593048853496,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,805206811561050868
15624081026289425856,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
15024320996599843065,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
16287021086781806326,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,14404770572329717838
8979615247357202243,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,100.0,96.0,1.0,8611857524221992249
2592470500802243803,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,14816259123945808471
6690157980145289494,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
1034270563505314501,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,14816259123945808471
4869736073675833834,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,1109768648583698762
9429306141381255464,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,4877310761925081124
14457627766848048034,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
8047752209874863053,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,1109768648583698762
6483747940346613007,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,100.0,89.0,1.0,14816259123945808471
4545120924248282944,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,83.0,98.0,2.0,6526615412229035694
15987019707390419209,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,5114219431588033335
15929488423578912357,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,15440952371899658269
10224112421001693673,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
2598907845371645481,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,4877310761925081124
7851657024498374373,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,12692000485755088437
14768045585957907492,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,79.0,91.0,ЕГЭ,4877310761925081124
9160673041518600741,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,79.0,87.0,ЕГЭ,14816259123945808471
5086909155844519992,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,80.0,88.0,76.0,ЕГЭ,4652638424146327842
15656822391221980692,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,88.0,85.0,ЕГЭ,1360429390938723525
8180206988235256622,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,68.0,95.0,91.0,ЕГЭ,4877310761925081124
14515335185891873299,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,74.0,92.0,87.0,ЕГЭ,14816259123945808471
18177625141669054762,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,78.0,95.0,98.0,ЕГЭ,2415611341055362561
12710200099000813567,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,62.0,83.0,ЕГЭ,5707351439812748180
650697493972568660,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,76.0,95.0,98.0,ЕГЭ,14408018814821080164
5471093029816763280,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,100.0,94.0,ЕГЭ,4877310761925081124
3271766745495199537,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,86.0,86.0,91.0,ЕГЭ,3499826374472820412
1713147196586528855,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,84.0,92.0,87.0,ЕГЭ,4877310761925081124
9304569254655863052,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,84.0,95.0,91.0,ЕГЭ,4877310761925081124
14275530773206715018,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,68.0,89.0,100.0,ЕГЭ,8205464320989047869
18140182438418634856,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,72.0,83.0,98.0,ЕГЭ,4877310761925081124
14860725061876589260,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,88.0,87.0,ЕГЭ,12131394604103335606
8254739639197206123,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,68.0,81.0,80.0,ЕГЭ,1511906182880739861
4267634614823662798,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,76.0,89.0,100.0,ЕГЭ,4877310761925081124
275310357391724036,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,78.0,92.0,98.0,ЕГЭ,16228771858762793341
18224318673934372666,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,80.0,95.0,94.0,ЕГЭ,13212234532599156514
16105835513483582691,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,74.0,92.0,91.0,ЕГЭ,15874707964024214396
9016083075851586050,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,79.0,94.0,ЕГЭ,13212234532599156514
6092344911437958706,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,95.0,94.0,ЕГЭ,8027359186010888546
1235445245519700577,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,71.0,96.0,ЕГЭ,13212234532599156514
223010623770220646,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,73.0,96.0,ЕГЭ,8552285770721582599
9787112803378961934,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,72.0,75.0,91.0,ЕГЭ,4877310761925081124
8478949946016025124,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,68.0,98.0,89.0,ЕГЭ,370907251208805403
8547868497408633360,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,72.0,86.0,85.0,ЕГЭ,8205464320989047869
7624331360901129624,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,72.0,77.0,94.0,ЕГЭ,8552285770721582599
10629160454090862574,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,74.0,75.0,96.0,ЕГЭ,370907251208805403
2273563782631348567,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,76.0,81.0,91.0,ЕГЭ,4877310761925081124
14449909925148802211,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,74.0,85.0,94.0,ЕГЭ,1405490567833782717
7768025040738320397,Ж,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,72.0,87.0,83.0,ЕГЭ,4877310761925081124
2938454654737292447,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,74.0,76.0,82.0,ЕГЭ,15356981229653043462
7336992201860571463,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,78.0,92.0,94.0,ЕГЭ,3955498375465532209
907909791483139505,М,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,70.0,90.0,80.0,ЕГЭ,4877310761925081124
5395587892182204412,М,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,62.0,83.0,85.0,ЕГЭ,5114219431588033335
14362090063907363685,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,70.0,93.0,94.0,ЕГЭ,13447166799523626709
11728880017770126244,М,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,62.0,88.0,69.0,ЕГЭ,16856079058758621152
6366887356423175745,М,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,86.0,71.0,96.0,ЕГЭ,4877310761925081124
3538710796628958492,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,82.0,86.0,91.0,ЕГЭ,7805492244297918082
17563383181808937705,М,2100647966528810364,ВИ,70786669040476600,14462659375807213512,8388269026169219461,63.0,0.0,72.0,ЕГЭ,5087927234000983963
15270413116770252201,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5826293459260054492,80.0,78.0,68.0,ЕГЭ,13212234532599156514
15573340671253173292,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,91.0,88.0,ЕГЭ,4877310761925081124
744633522781289400,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,88.0,75.0,ЕГЭ,1360429390938723525
13474501127112091250,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,80.0,71.0,88.0,ЕГЭ,9014016175298475329
16705652586390989196,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,88.0,78.0,ЕГЭ,4877310761925081124
5561966066172011639,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,84.0,100.0,ЕГЭ,4877310761925081124
16535098545258294995,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,75.0,89.0,ЕГЭ,12131394604103335606
1310200991039989665,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,79.0,87.0,ЕГЭ,7485331589843791687
12171770159978388606,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,84.0,85.0,ЕГЭ,16416166836247151845
15895848569641573479,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,80.0,68.0,91.0,ЕГЭ,13212234532599156514
3414246073457304166,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,84.0,83.0,78.0,ЕГЭ,14816259123945808471
1413941595078957241,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,62.0,79.0,96.0,ЕГЭ,8410490330815802684
11945000594607629854,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,83.0,89.0,ЕГЭ,8027359186010888546
12388045320799733128,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,84.0,89.0,ЕГЭ,4877310761925081124
6697819164480721933,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,70.0,96.0,ЕГЭ,4877310761925081124
15391946822479166187,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,81.0,94.0,ЕГЭ,4877310761925081124
7805309469473570257,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,70.0,91.0,78.0,ЕГЭ,1511906182880739861
6209647775866996854,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,84.0,89.0,ЕГЭ,8630042230094292822
894359252948784873,М,15601729049989747827,ЕГЭ,70786669040476600,10540932117542805584,8388269026169219461,88.0,90.0,100.0,ЕГЭ,4877310761925081124
16192077893972401582,М,15601729049989747827,ЕГЭ,70786669040476600,10540932117542805584,8388269026169219461,74.0,92.0,96.0,ЕГЭ,13699487308698232023
9381383128739940128,Ж,15601729049989747827,ЕГЭ,70786669040476600,10540932117542805584,8388269026169219461,80.0,96.0,100.0,ЕГЭ,4877310761925081124
17350715080199631236,М,15601729049989747827,ЕГЭ,70786669040476600,10540932117542805584,8388269026169219461,84.0,94.0,85.0,ЕГЭ,4877310761925081124
16704673226818102938,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,80.0,83.0,94.0,ЕГЭ,13212234532599156514
7439358270130296389,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,78.0,89.0,89.0,ЕГЭ,4877310761925081124
8503406119724698716,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,82.0,89.0,98.0,ЕГЭ,4877310761925081124
1377406066098193576,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,88.0,89.0,94.0,ЕГЭ,4877310761925081124
18004566330402777333,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,84.0,92.0,89.0,ЕГЭ,4877310761925081124
6187796345679162853,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,78.0,89.0,91.0,ЕГЭ,4877310761925081124
10350415815987293636,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,78.0,86.0,96.0,ЕГЭ,4877310761925081124
8564322598679542679,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,74.0,86.0,94.0,ЕГЭ,12731406122716445910
8011432533892903749,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,88.0,83.0,96.0,ЕГЭ,4877310761925081124
2718506573337099518,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,74.0,98.0,94.0,ЕГЭ,4877310761925081124
12265663830761866201,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,72.0,92.0,98.0,ЕГЭ,8205464320989047869
17457106716372398102,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,78.0,95.0,98.0,ЕГЭ,16228771858762793341
6920591670209182015,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
14358835805150108853,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,100.0,94.0,2.0,805206811561050868
1250126424026593764,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
5165520448651374392,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,5707351439812748180
1641125519150917835,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
13715149465549976076,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,4877310761925081124
10197234848745932228,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,5114219431588033335
12750027498373916218,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
5362358596037986820,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,11008365547173299228
5635914818712852779,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4652638424146327842
11444709134035857004,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,14816259123945808471
3711332630487197559,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,14816259123945808471
6396357560846080198,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,5114219431588033335
15258237116740648237,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
840343860813337714,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,4877310761925081124
13955046379756865718,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,17341978997214072207
16628230773385729434,М,11309604947099574056,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,5087927234000983963
14237697410369261395,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,0.0,8205464320989047869
7249002143182730531,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,14816259123945808471
6314009070309905393,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,14404770572329717838
405003327334184026,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,12817003745140906748
14974684626998090382,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,1360429390938723525
6333947795724983164,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,88.0,91.0,2.0,4877310761925081124
10056027870551414649,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,14816259123945808471
11750798257909108919,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,11008365547173299228
7810576739653759716,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,7485331589843791687
14063502309500444499,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,12817003745140906748
17738113647152545113,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,14816259123945808471
4324683376120976582,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,862071503166887787
14740099336092521811,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,14816259123945808471
18118998672523766806,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,6526615412229035694
14108354879269693607,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
1693159324855382447,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,1109768648583698762
5091570687280399092,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,13699487308698232023
3450132991444962732,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
13586270280098843730,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,7485331589843791687
1703122094968267784,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,3168514873062973316
653167134204009390,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,11008365547173299228
1211849574530357004,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,8410490330815802684
1675212534428447808,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,2.0,14816259123945808471
17985291226308461927,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
15908557697992360944,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,13212234532599156514
16463267099125748014,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
10968455375539740071,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,8611857524221992249
17305966907442741362,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,13699487308698232023
16170060311981165118,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,16925236604731044042
4185817542652701502,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,79.0,96.0,ЕГЭ,4877310761925081124
11930776967455734589,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,79.0,67.0,ЕГЭ,1511906182880739861
15819114278437278525,М,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,78.0,0.0,80.0,ЕГЭ,15440952371899658269
7335089652771173922,М,18373459101558879359,ВИ,70786669040476600,5533732657842394915,8388269026169219461,90.0,74.0,92.0,ЕГЭ,5087927234000983963
15577155130178644024,М,18139353426717523009,ВИ,70786669040476600,5533732657842394915,8388269026169219461,72.0,0.0,76.0,ЕГЭ,5087927234000983963
1089569937441036523,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,79.0,66.0,ЕГЭ,1511906182880739861
15219833089936548505,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,62.0,91.0,72.0,ЕГЭ,4877310761925081124
16215589396516142188,М,11257130222546647103,ВИ,70786669040476600,14462659375807213512,8388269026169219461,60.0,60.0,92.0,ЕГЭ,5087927234000983963
42361187429287181,М,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,74.0,83.0,89.0,ЕГЭ,4877310761925081124
6770206744203919480,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,88.0,87.0,ЕГЭ,4877310761925081124
2844480416932504117,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,68.0,75.0,71.0,ЕГЭ,4877310761925081124
11620790305417477551,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,62.0,75.0,89.0,ЕГЭ,11008365547173299228
1177080846623495256,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,72.0,91.0,ЕГЭ,3778175973883118527
10449055166076488338,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,70.0,83.0,82.0,ЕГЭ,13699487308698232023
10100977069265363624,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,77.0,80.0,ЕГЭ,4877310761925081124
542620267020629945,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,68.0,72.0,85.0,ЕГЭ,15440952371899658269
4506412117060393442,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,73.0,65.0,ЕГЭ,1511906182880739861
